q_code,e_text
O,N泣06E118濂29414、十里长山风电机位142433桑N泣06E118澍30115、十里长山风电机位152443槛N泣16E118渍29016、十里长山风电机位162423樊N313455E118341427217、十里长山风电机位172423泣N3安6E118340826218、十里长山风电机位1824729697N313655E118炙27219、十里长山风电机位192472ㄣN313706E118灶30920、龙泉山风电机位012402薛N313635E118382630221、龙泉山风电机位022402肤N313642E118瑙29722、龙泉山风电机位0323925334N313631E118瑞28323、龙泉山风电机位042412蚧N313645E118珶28524、龙泉山风电机位0524125976N313647E118珣267以上障碍物未安装障碍物灯.
X,"电源车不提供使用,因故障."
M,"关闭下列滑行道或滑行线:1.P4滑行道至P6滑行道之间的B滑行道(允许从B5滑行道穿越B滑行道);2.B滑行道至L04滑行线之间的B6滑行道(包含B滑行道与B6滑行道之间的交叉道口);3.E7滑行道至R1滑行道之间的F滑行道(允许从R6滑行道,R5滑行道,R3滑行道穿越F滑行道);4.B滑行道至L04滑行线之间的P5滑行道(包含B滑行道与P5滑行道之间的交叉道口);5.F滑行道至G滑行道之间的R2滑行道(包含F滑行道与R2滑行道之间的交叉道口);6.F滑行道至G滑行道之间的R4滑行道(包含F滑行道与R4滑行道之间的交叉道口);"
X,"苏南硕放国际机场引导车使用黄黑方格作为车身涂装色,在车辆背面使用红色标注FOLLOWME字样,车顶安装电子指示牌显示FOLLOWME,引导车不能满足全天侯引导工作,本场引导车工作时间:1400-撑."
F,本场不接收翼展大于等于65米的航空器起降.
F,"本场每日07:00-22:00有鸭类,燕类,百灵鸟等鸟种迁徙活动,活动区域覆盖跑道全长,飞行高度为0-1,000米,数量约100羽.上述鸟类结成小群,从北向南或从南向北横穿跑道上空飞行,有时会途径飞行区停落.上述鸟种易发生鸟击事件,请机组注意."
I,"RWY18RILS不提供使用,因飞行校验."
M,"RWY06/24关闭,因维护."
M,关闭K6滑行道以北的K滑行道.
M,RWY11L/29R关闭.
I,"RWY16LIM不提供使用,因校飞."
L,"RWY06/24PALS不工作,因电力维护."
I,"RWY16RILS不提供使用,因巡检."
I,"DME07'IXX'CH40Y仅供测试,不可使用,因校飞."
M,B滑行道关闭.
X,门之间的协调1.向北京区域管制中心报告的航空器，由北京区域管制中心按照操作指引和相关要求进行处置.2.向首都机场塔台管制室，大兴机场塔台管制室，天津机场塔台管制室，石家庄正定塔台管制室，乌兰察布集宁机场塔台管制室，大同云冈机场塔台管制室，张家口宁远机场塔台管制室，承德普宁机场塔台管制室，唐山三女河机场塔台管制室及秦皇岛北戴河机场塔台管制室报告的航空器，由相关管制单位按照操作指引和相关
M,关闭H6滑行道与H5滑行道之间的H滑行道.
N,"邳县VOR/DME'DPX'112.4MHZ/CH71X关闭,因停机维护."
O,"新增临时障碍物(相对18L/36R跑道中心):序号障碍物名称磁方位(度)距离(米)海拔高度(米)01施工塔架10242,55460.002施工塔架20252,50660.003施工塔架30262,43160.004施工塔架40272,38660.005施工塔架50282,35060.006施工塔架60292,32760.007施工塔架70302,28760.0障碍物顶部设置有障碍灯."
F,禁止航空器起降，因其他用户占用空域.
F,"RWY03/21RVR设备C不提供使用,因施工."
L,"RWY27PAPI仅供测试,不可使用,因校飞9975"
A,"下列航路（线）段高度在7,800M(含)以下禁航：1.B208航路（呼和浩特VOR'HET'-NIXAL)段，2.G343航路（土木尔台VOR'TMR'-NIXAL）段，3.W32航路（呼和浩特VOR'HET'-INTIK)段,4.W28航路（RURNU-KEVOB)段.F)FL000G)FL256"
M,"关闭下列滑行道或滑行线:1.Q3滑行道至P1滑行道之间的C滑行道;2.P1滑行道至P6滑行道之间的D滑行道(允许从P4滑行道穿越D滑行道);3.T1滑行道至R1滑行道之间的E滑行道(包含R1滑行道与E滑行道之间的交叉道口);4.C滑行道至D滑行道之间的P2滑行道(包含C滑行道与P2滑行道,D滑行道与P2滑行道之间的交叉道口);"
M,"RWY03/21关闭,因施工9975"
M,"RWY07/25关闭,因维护."
M,见下一份通告.
M,关闭D8滑行道与Z3滑行道之间的S5滑行道.
I,"RWY36LILS因设备更新改造工程施工,不提供使用."
R,"划设临时空中危险区，范围如下：N292500E1220500-N292500E1225500-N284000E1225500-N284000E1220500四点连线范围内,禁止航空器进入.F)SFCG)UNL"
A,"下列航路（线）段高度在7,800M(含)以下禁航：1.B208航路（呼和浩特VOR'HET'-NIXAL)段，2.G343航路（土木尔台VOR'TMR'-NIXAL）段，3.W32航路（呼和浩特VOR'HET'-INTIK)段,4.W28航路（RURNU-KEVOB)段.F)FL000G)FL256"
A,"因临时活动,所有经H18航线中向塘VOR(KHN)-P47,所有高度关闭.原计划航路走浠水VOR(XSH)-W105-PEXEK-H18-青州NDB(DO)(来回)的航班改走:浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).原计划航路走OVTAN-H24-向塘VOR(KHN)-H18-青州NDB(DO)(来回)的航班改走:OVTAN-H24-P263-H2-青州NDB(DO).改航听从管制指挥.F)SFCG)UNL"
M,"N滑行道以西的C、D滑行道关闭,因维护."
M,关闭D17滑行道至H5滑行道之间的D滑行道
I,"DME03'IKN'CH40X仅供测试，不提供使用,因校飞."
I,IM17恢复正常.
N,"盐城VOR/DME'YCH'115.3MHZ/CH100X仅供测试,不可使用,因校飞."
M,"RWY05/23关闭,因维保,接收紧急备降."
M,"关闭下列滑行道或滑行线:1.P1滑行道至P2滑行道之间的C滑行道(包含P1滑行道与C滑行道之间的交叉道口);2.P1滑行道至P6滑行道之间的D滑行道(包含P1滑行道与D滑行道之间的交叉道口;允许从P2滑行道,P4滑行道穿越D滑行道);3.T4滑行道至E2滑行道之间的E滑行道;4.E滑行道至F滑行道之间的E3滑行道(包含E滑行道与E3滑行道之间的交叉道口);5.C滑行道至D滑行道之间的P1滑行道(包含C滑行道与P1滑行道,D滑行道与P1滑行道之间的交叉道口);6.E滑行道至F滑行道之间的T3滑行道(包含E滑行道与T3滑行道之间的交叉道口);"
X,CNL.
F,机场不接收非紧急备降.
M,见下一份1032
M,"关闭下列滑行道或滑行线:1.B滑行道至E滑行道之间的T4滑行道(允许从W1滑行道,W4滑行道,W5滑行道,W6滑行道穿越T4滑行道);2.T4滑行道至T3滑行道之间的W7滑行道(包含T4滑行道与W7滑行道之间的交叉道口);"
M,"RWY16R/34L关闭(允许从R1,R3,R4,R5滑行道穿越RWY16R/34L)跑道关闭期间,设置跑道临时关闭标志."
X,OPIMU去往北京大兴机场及天津滨海机场落地的航空器，安全报告位置点为：OPIMU（向北京区管中心报告）15.沿W55经DOVIV去往北京首都机场，北京大兴机场，天津滨海机场落地的航空器，安全报告位置点为：DOVIV（向北京区管中心报告）16.偏离上述航线的航空器在切过上述报告点前报告安全状况.17.未在上述范围内航线飞行，需进入临时空中限制区且飞往北京首都机场，北京大兴机场，天津滨海机场落地的航空器，在进入安全状态报告
P,本场以下仪表进近程序不提供使用：1、RNPRWY132、RNPRWY31
M,关闭Z8滑行道与Z3滑行道之间的Z2滑行道.
I,RWY04ILS恢复正常.
M,"111号停机位关闭,因施工."
M,关闭B7滑行道至P6滑行道之间的B滑行道.
M,CNLNTM.
I,"IM17仅供测试,不可使用,因校飞."
N,CNLNTM.
M,见下一份通告.
A,"下列航路（线）段高度在7,800M(含)以下禁航：1.B208航路（呼和浩特VOR'HET'-NIXAL)段，2.G343航路（土木尔台VOR'TMR'-NIXAL）段，3.W32航路（呼和浩特VOR'HET'-INTIK)段,4.W28航路（RURNU-KEVOB)段.F)FL000G)FL256"
A,"下列航路（线）段高度在6,600M(不含)以下禁航：1.W64航路（VALNI-UBRAG)段，2.W69航路(DUDIL-TOREL）段.F)FL000G)FL216"
M,"R1滑行道以东的A滑行道关闭,因抢修."
I,"RWY13/31ILS不提供使用,因校飞."
A,"SASANW161无锡VOR'VMB'V11DOGVIW545VEMEXW73MADUKW51LEGIVW164VILID后加入现行班机航线走向.(十)ZSWX起飞经SASANW161无锡VOR'VMB'V11DOGVIW545VEMEXW73MADUKR343骆岗VOR'HFE'B208阜阳VOR'FYG'至阜阳VOR'FYG'(含）以远的班机航线走向为:ZSWX起飞经SASANW161无锡VOR'VMB'V11DOGVIW545VEMEXW163骆岗VOR'HFE'B208阜阳VOR'FYG'至阜阳VOR'FYG'后加入现行班机航线走向.上述新增班机航线为主用,领航计划报按上述新增走向拍发.如有临时变化,听从管制指令."
M,"因施工,以下滑行道关闭：1.A3滑行道2.A4滑行道3.B3滑行道4.B5滑行道5.B滑行道以北的B10滑行道6.B2滑行道与B6滑行道之间的A滑行道7.B9滑行道与A5滑行道之间的A滑行道关闭区域设置关闭标志及红色警示灯."
F,RWY18L/36RRVR设备A不工作.
A,"因临时活动,原计划航路走青州NDB(DO)-H2-P215,高度6,600米、7,200米、7,800米的航班改航,改航后为:青州NDB(DO)-H18-XUVGI-A599-P215.改航听从管制指挥.F)FL216G)FL256"
M,关闭M滑行道与K12滑行道之间的C滑行道.
F,"RWY05/23RVR设备B不提供使用,因故障."
M,关闭334机位至336机位之间的L15滑行4848
M,关闭下列滑行道:1.Y4滑行道.2.T4滑行道以北的Y1滑行道.3.T4滑行道以北的Y2滑行道.4.T4滑行道以北的Y3滑行道.5.Y6滑行道以南的Y5滑行道.
N,"青州NDB'DO'331KHZ关闭,因原址改造."
A,"因临时活动,除经浠水VOR(XSH)至昌北、九江、赣州,其他所有经浠水VOR(XSH)-W105-PEXEK-H18-向塘VOR(KHN)-青州NDB(DO)(来回),高度7,200米(含)以下航班改航.改航后为(来回):浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).改航听从管制指挥.F)FL000G)FL236"
I,"RWY08ILS仅供测试,不可使用,因校飞."
N,三明VOR/DME'XCA'113.7MHZ/CH84X恢复正常使用.
M,"由B滑行道进入RWY11实施非全跑道起飞的跑道公布距离为:跑道号码TORA(M)TODA(M)ASDA(M)LDA(M)备注112,8002,8002,8003,400由B滑进入"
M,RWY11L/29R关闭.
N,姚集NDB'DO'266KHZ恢复正常使用.
M,"关闭下列滑行道或滑行线:1.E7滑行道至R1滑行道之间的F滑行道(允许从R3滑行道,R4滑行道,R6滑行道穿越F滑行道);2.F滑行道至G滑行道之间的R2滑行道(包含F滑行道与R2滑行道之间的交叉道口);3.F滑行道至G滑行道之间的R5滑行道(包含F滑行道与R5滑行道之间的交叉道口);"
N,"淮安VOR/DME'HUN'113.3MHZ/CH80X不提供使用,因校飞."
M,"关闭下列滑行道或滑行线:1.D6滑行道至D9滑行道,D13滑行道至D16滑行道之间的D滑行道;2.RWY18L/36R至A滑行道之间的H4滑行道;"
M,1.关闭F1以北的Z0滑行道.2.关闭F4以南的Z9滑行道.
A,"因临时活动,除经浠水VOR(XSH)至昌北、九江、赣州,其他所有经浠水VOR(XSH)-W105-PEXEK-H18-向塘VOR(KHN)-青州NDB(DO)(来回),高度7,200米(含)以下航班改航.改航后为(来回):浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).改航听从管制指挥.F)FL000G)FL236"
M,滑行道恢复正常使用.
M,关闭171机位.
L,"RWY03/21PAPI仅供测试,不可使用,因校飞."
M,关闭下列滑行道:1.Z4滑行道.2.Z5滑行道.3.T5滑行道以北的Z1滑行道.4.T5滑行道以北的Z2滑行道.5.T5滑行道以北的Z3滑行道.6.Z6滑行道.7.Y0滑行道与B滑行道之间的T4滑行道.8.Y0滑行道以东的Z0滑行道.9.T5滑行道以北的Y0滑行道.10.Z7滑行道与T5滑行道之间的C滑行道.
M,关闭下列滑行道：1.H3滑行道.2.H4滑行道.3.H5滑行道.4.H6滑行道.5.H10滑行道.6.H11滑行道.7.RWY17L/35R以西的C1滑行道.8.RWY17L/35R以西的C2滑行道.9.RWY17L/35R以西的C3滑行道.10.RWY17L/35R以西的C4滑行道.11.RWY17L/35R以西的C5滑行道.12.RWY17L/35R以西的C6滑行道.13.RWY17L/35R以西的C7滑行道.14.RWY17L/35R以西的C8滑行道.
M,关闭下列滑行道或滑行线:1.位于C滑行道以西的Q4滑行道;2.322机位至325机位之间的L15滑行线;
P,"因受超高障碍物影响,调整RWY09仪表进近程序如下：1.调整航图手册ZSXZ-5A,IF（XZ103）高度更改为700米（2,300英尺）.2.调整航图手册ZSXZ-5B,IF（D9.7XUZ）高度更改为700米（2,300英尺）.3.调整航图手册ZSXZ-6A,IF（D9.7XUZ）高度更改为700米（2,300英尺）.4.调整航图手册ZSXZ-7A,IF（D9.4ICK）高度更改为700米（2,300英尺）.5.调整航图手册ZSXZ-9A,IF（XZ103）高度更改为700米（2,300英尺）."
I,DME05'IWF'CH40X恢复正常.
M,C滑行道与N1滑行道之间的N滑行道仅允许翼展36米（不含）以下的航空器使用，因施工.
W,"黄寨靶场有炮射活动:范围：N380650E1124309-N380459E1124329-N380910E1130317-N381535E1130030-N380650E1124309,射高：12,000米以下（标准海平面气压）射向:70度.F)FL000G)FL394"
M,"关闭下列滑行道或滑行线:1.G,H滑行道;2.G滑行道至H滑行道之间的R1滑行道(包含G滑行道与R1滑行道,H滑行道与R1滑行道之间的交叉道口);3.G滑行道至H滑行道之间的R6滑行道(包含G滑行道与R6滑行道,H滑行道与R6滑行道之间的交叉道口);"
M,"C7滑行道以西的C滑行道关闭,因例行维护."
M,"RWY16R/34L关闭(7月14日,允许从R1,R3,R4,R6滑行道穿越RWY16R/34L;7月16日,允许从R2,R3,R4,R5滑行道穿越RWY16R/34L;)跑道关闭期间,设置跑道临时关闭标志."
M,"关闭下列滑行道或滑行线:1.K1滑行道至H4滑行道,K5滑行道至K6滑行道之间的A滑行道;2.D16滑行道至H5滑行道之间的D滑行道;"
M,关闭下列滑行道：1.Q8滑行道.2.B滑行道与Q滑行道之间的T2滑行道.3.Q8滑行道以南的Q滑行道.4.P滑行道.5.P滑行道以东的Q7滑行道.
M,关闭下列滑行道:1.Y9滑行道2.E10滑行道3.E11滑行道4.G滑行道以东的Y6滑行道5.G滑行道以东的Y7滑行道6.G滑行道以东的Y8滑行道7.E6滑行道以北的Y5滑行道8.E6滑行道与E13滑行道之间的E滑行道.
M,关闭下列滑行道或滑行线:1.A滑行道至L01滑行线之间的K5滑行道;2.K4滑行道至K6滑行道之间的L01滑行线;
M,关闭下列滑行道或滑行线:1.L19滑行道至R2滑行道之间的E滑行道;2.V6滑行道至E滑行道之间的T1滑行道(包含E滑行道与T1滑行道之间的交叉道口);3.V6滑行道至E滑行道之间的T2滑行道(包含E滑行道与T2滑行道之间的交叉道口);
M,跑道恢复正常使用.
M,关闭下列滑行道或滑行线:1.位于C滑行道以西的P4滑行道;2.318机位至321机位之间的L15滑行线;3.L22滑行道至E3滑行道之间的L24滑行线;
M,T1滑行道以南的K滑行道关闭.
P,RWY21NDB/DME进近程序不提供使用.
A,见下一份通告.
X,首都机场进离场程序、地面滑行路线较复杂予以特别关注。（3）在中国境内飞行的高度层使用公制计量，进出中国境内，注意高度层转换。RVSM空域按照中国AIP规定的方式执行。（4）在中国境内执行飞行任务时，应遵守全程收听121.5应急频率的规定，避免机组失去通信联系。2.提醒各航空公司通过商业航班运输防疫物资中的危险品，如呼吸机中的锂电池、酒精类洗手液等，需符合ICAO《危险物品安全航空运输技术细则》（DOC9284）的有关要求。
I,RWY23ILS恢复正常使用.
X,首都机场进离场程序、地面滑行路线较复杂予以特别关注。（3）在中国境内飞行的高度层使用公制计量，进出中国境内，注意高度层转换。RVSM空域按照中国AIP规定的方式执行。（4）在中国境内执行飞行任务时，应遵守全程收听121.5应急频率的规定，避免机组失去通信联系。2.提醒各航空公司通过商业航班运输防疫物资中的危险品，如呼吸机中的锂电池、酒精类洗手液等，需符合ICAO《危险物品安全航空运输技术细则》（DOC9284）的有关要求。
A,临时调整航班航线走向：1、将现行经舟山VOR'HSN'-W13-BEGMO-M503至LAPUG以远航班（不含上海浦东至三亚、海口）走向调整为：经舟山VOR'HSN'-W13-BEGMO-W117-东山VOR'DST'-B221-连江VOR'LJG'-A470-DOTMI.2、将现行上海浦东飞往三亚落地航班走向调整为：ZSPDDCT南浔VOR'NXD'W131AKDIMA470DUBGOW134ELNEXA599蟠龙VOR'PLT'W19NOMARW18南朗VOR'NLG'W23连胜围VOR'ZUH'R200BIGROG221抱龙NDB'WL'DCTZJSY.3、将现行上海浦东飞往海口落地航班走向调整为：ZSPDDCT南浔VOR'NXD'W131AKDIMA470DUBGOW134ELNEXA599蟠龙VOR'PLT'W19NOMARW18南朗VOR'NLG'W23连胜围VOR'ZUH'R200BIGROG221GIVIVW605DOMGODCTZJHK.4、将现行经舟山VOR'HSN'-W13-BEGMO-M503飞往福州落地航班走向调整为：经舟山VOR'HSN'-W13-BEGMO-W117-东山VOR'DST'-B221-连江VOR'LJG'.5、将现行经舟山VOR'HSN'-W13-BEGMO-M503飞往厦门落地航班走向调整为：经舟山VOR'HSN'-W13-BEGMO-W117-东山VOR'DST'-B221-连江VOR'LJG'-A470-福清VOR'FQG'.6、将现行经LELIM-M503飞往浦东落地航班走向调整为：经
M,"3号停机位关闭,因施工."
M,滑行道恢复正常使用.
O,"半径15千米范围内新增障碍物，具体数据如下（相对于机场基准点）：序号障碍物名称磁方位（度）距离（米）坐标海拔高度（米）01塔吊12061,086N323315.0E1194257.040.602塔吊22011,126N323312.8E1194300.139.4"
M,见下一份报.
I,"RWY06/24ILS仅供测试,不可使用."
M,"RWY11/29关闭,因道面维6233"
A,"因临时活动,除经浠水VOR(XSH)至昌北、九江、赣州,其他所有经浠水VOR(XSH)-W105-PEXEK-H18-向塘VOR(KHN)-青州NDB(DO)(来回),高度7,200米(含)以下航班改航.改航后为(来回):浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).改航听从管制指挥.F)FL000G)FL236"
I,"DME17L'IPD'CH44X仅供测试,不可使用,因维护."
A,"下列航路（线）段高度在6,600M(不含)以下禁航：1.W64航路（VALNI-UBRAG)段，2.W69航路(DUDIL-TOREL）段.F)FL000G)FL216"
M,关闭K3滑行道以东的K滑行道.
M,关闭D13滑行道至D16滑行道之间的D滑行道
X,CNLNTM.
R,"划设临时危险区,以N瑗E1失为中心，半径20千米范围内，地表至无限高9975F)SFCG)UNL"
M,下列滑行道关闭：1.F滑行道与Y7滑行道之间的S7滑行道.2.S6滑行道以北的Y7滑行道.3.S8滑行道.
M,"关闭下列滑行道或滑行线:1.D3滑行道至D4滑行道,D15滑行道至D17滑行道之间的D滑行道;2.RWY18R/36L至C滑行道之间的H7滑行道;"
M,N滑行道以东的D滑行道关闭，因维护.
N,NDB'W'425KHZ新增限制使用如下：1、028度方位线不可用.2、004度方位线距台4海里以外不可用.3、125度方位线距台5海里以外不可用.4、008度方位线距台5海里以外不可用.
